term_id,item_id,query,title,category,brand,true_label,prediction,score,score_type,lexical_overlap
TERM_afd6417c,ITEM_474112a275b0,büyük beden abiye gömlek,kadın kruvaze yaka kolu yarım organze geniş beden aralıklı simli bluz,giyim/üst giyim/bluz & tunik/bluz,by saygı,1,0,0.0004883182212488276,probability,0.07142857142857142
TERM_1ca2b7b2,ITEM_3bd3c981c4e4,yedek akü & şarj cihazları,malika akülü dal budama testere bataryası 21v=3.0 ah 10 pilli,bahçe & elektrikli el aletleri/elektrikli el aletleri/elektrikli el aleti aküleri,kmtmak,1,0,0.0012679760622735952,probability,0.0
TERM_c52cf01f,ITEM_6e1cbca4cfa8,ebeveyn kontrollü bisiklet,bobo speed tenteli itmeli 3 teker bisklet,anne & bebek & çocuk/çocuk gereçleri/bebek arabası & puset/3 tekerlekli bebek bisikleti,babyhope,1,0,0.0013346597054666467,probability,0.0
TERM_0d352e63,ITEM_be7ee3a1dbe8,kiz cocuk giyim,kalp ve yıldız desenli uzun kollu önden düğmeli gömlek yaka kız çocuk pijama takımı %100 pamuklu,giyim/ev giyim/pijama/pijama takımı,beka kids,1,0,0.004364260294742177,probability,0.0
TERM_1ca2b7b2,ITEM_e33b775ba286,yedek akü & şarj cihazları,"bosch gba 18 v 3,0 ah li-ıon akü 1600 z00 037",bahçe & elektrikli el aletleri/elektrikli el aletleri/elektrikli el aleti aküleri,bosch,1,0,0.006763451692179951,probability,0.06666666666666667
TERM_1ca2b7b2,ITEM_11d0a92c60bc,yedek akü & şarj cihazları,60 volt 20 ah elektrikli motor akü şarj cihazı,bahçe & elektrikli el aletleri/elektrikli el aletleri/elektrikli el aleti aküleri,arora,1,0,0.006767986348162423,probability,0.16666666666666666
TERM_1f863309,ITEM_6692c5f6ab7e,kahve yanı gül kovası,"gümüş kaplama gül kovası, 1 adet",ev & mobilya/ev/ev dekorasyon/vazo,zucace,1,0,0.007896854349513453,probability,0.1111111111111111
TERM_6ec4e779,ITEM_f2eb71b7729e,yatak çarşafı,%100 pamuk penye lastikli çarşaf tek kişilik çift kişilik tüm ebatlar,ev & mobilya/ev/ev tekstili/yatak odası tekstili/çarşaf&çarşaf takımı/çift kişilik çarşaf takımı,erko dört mevsim,1,0,0.007939161600143997,probability,0.0
TERM_25777386,ITEM_42e541b2e405,kiz çocuk doğum günü elbisesi,"lina güllü diana vintage kız bebek elbise,doğum günü elbise,fotoğraf çekim elbise,0-12 yaş uygun",giyim/elbise,hly karol tasarım,1,0,0.008042327019029322,probability,0.058823529411764705
TERM_0d352e63,ITEM_42f12dbeafe1,kiz cocuk giyim,kız çocuk çilek baskılı uzun kollu şirin yumuşak pijama takımı,giyim/ev giyim/pijama/pijama takımı,eloria fashion,1,0,0.008051521121924364,probability,0.0
TERM_3cb5dd5d,ITEM_9e2e45c1ff60,oyuncu masaüstü bilgisayarı,drx6548 ryzen 5 5500 32gb ram 1tb m.2 nvme ssd 8gb rtx4060 ekran kartı oyun hazır sistem,elektronik/bilgisayar grubu/bilgisayarlar/masaüstü bilgisayarlar/oyuncu masaüstü bilgisayarı,dragos,1,0,0.008694214238613529,probability,0.0
TERM_0d352e63,ITEM_f0843869cb89,kiz cocuk giyim,su geçirmez kapüşonlu fermuarlı bej kız çocuk mont e7031a8/bg123,giyim/dış giyim/kaban & mont/parka,defacto,1,0,0.008943302084142722,probability,0.0
TERM_0d352e63,ITEM_262385ebd9e2,kiz cocuk giyim,be yourself be strong be brave baskılı kapüşonlu kız çocuk alt üst eşofman takımı,giyim/takımlar/alt - üst takım,mışıl kids,1,0,0.009575756141919474,probability,0.0
